# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
60.180787;13.907963;31.693615;-1.018390;0.007052;7.500000;0.000000
60.380724;14.012991;31.523490;-1.017057;0.006282;7.500000;0.000000
60.580660;14.118231;31.353500;-1.015878;0.005512;7.500000;0.000000
60.780596;14.223658;31.183627;-1.014853;0.004741;7.500000;0.000000
60.980532;14.329246;31.013853;-1.013982;0.003971;7.500000;0.000000
61.180468;14.434970;30.844161;-1.013265;0.003200;7.500000;0.000000
61.380405;14.540805;30.674534;-1.012703;0.002429;7.500000;0.000000
61.580341;14.646725;30.504953;-1.012294;0.001658;7.500000;0.000000
61.780277;14.752703;30.335404;-1.012040;0.000821;7.500000;0.000000
61.980213;14.858699;30.165884;-1.012002;-0.000433;7.500000;0.000000
62.180149;14.964684;29.996351;-1.012214;-0.001687;7.500000;0.000000
62.380085;15.070613;29.826778;-1.012676;-0.002941;7.500000;0.000000
62.580022;15.176444;29.657141;-1.013390;-0.004195;7.500000;0.000000
62.779958;15.282133;29.487414;-1.014354;-0.005449;7.500000;0.000000
62.979894;15.387636;29.317574;-1.015569;-0.006703;7.500000;0.000000
63.179830;15.492910;29.147595;-1.017034;-0.007957;7.500000;0.000000
63.379766;15.597912;28.977452;-1.018751;-0.009212;7.500000;0.000000
63.579702;15.702597;28.807121;-1.020718;-0.010467;7.500000;0.000000
63.779639;15.806924;28.636573;-1.022920;-0.010792;7.500000;0.000000
63.979575;15.910903;28.465806;-1.024677;-0.006785;7.500000;0.000000
64.179511;16.014648;28.294901;-1.025633;-0.002777;7.500000;0.000000
64.379447;16.118296;28.123941;-1.025787;0.001231;7.500000;0.000000
64.579383;16.221987;27.953006;-1.025140;0.005239;7.500000;0.000000
64.779319;16.325856;27.782181;-1.023692;0.009247;7.500000;0.000000
64.979256;16.430043;27.611546;-1.021443;0.013254;7.500000;0.000000
65.179192;16.534683;27.441183;-1.018393;0.017260;7.500000;0.000000
65.379128;16.639915;27.271175;-1.014541;0.021264;7.500000;0.000000
65.579064;16.745877;27.101605;-1.009889;0.025264;7.500000;0.000000
65.779000;16.852689;26.932577;-1.004478;0.027450;7.500000;0.000000
65.978936;16.960362;26.764191;-0.999430;0.023062;7.500000;0.000000
66.178873;17.068826;26.596278;-0.995258;0.018678;7.500000;0.000000
66.378809;17.177931;26.428750;-0.991961;0.014299;7.500000;0.000000
66.578745;17.287526;26.261515;-0.989540;0.009924;7.500000;0.000000
66.778681;17.397461;26.094486;-0.987993;0.005552;7.500000;0.000000
66.978617;17.507586;25.927572;-0.987319;0.001182;7.500000;0.000000
67.178553;17.617751;25.760683;-0.987520;-0.003188;7.500000;0.000000
67.378490;17.727805;25.593730;-0.988594;-0.007559;7.500000;0.000000
67.578426;17.837599;25.426624;-0.990543;-0.011934;7.500000;0.000000
67.778362;17.946992;25.259260;-0.993321;-0.014480;7.500000;0.000000
67.978298;18.055932;25.091568;-0.995915;-0.011460;7.500000;0.000000
68.178234;18.164478;24.923644;-0.997904;-0.008437;7.500000;0.000000
68.378170;18.272732;24.755548;-0.999289;-0.005413;7.500000;0.000000
68.578107;18.380799;24.587344;-1.000069;-0.002387;7.500000;0.000000
68.778043;18.488782;24.419094;-1.000244;0.000639;7.500000;0.000000
68.977979;18.596786;24.250859;-0.999813;0.003665;7.500000;0.000000
69.177915;18.704913;24.082704;-0.998778;0.006692;7.500000;0.000000
69.377851;18.813267;23.914689;-0.997138;0.009717;7.500000;0.000000
69.577788;18.921953;23.746877;-0.994893;0.012740;7.500000;0.000000
69.777724;19.031057;23.579354;-0.992078;0.014561;7.500000;0.000000
69.977660;19.140610;23.412189;-0.989290;0.013339;7.500000;0.000000
70.177596;19.250618;23.245302;-0.986746;0.012117;7.500000;0.000000
70.377532;19.361041;23.078665;-0.984445;0.010897;7.500000;0.000000
70.577468;19.471836;22.912255;-0.982389;0.009677;7.500000;0.000000
70.777405;19.582963;22.746045;-0.980576;0.008458;7.500000;0.000000
70.977341;19.694379;22.580009;-0.979007;0.007239;7.500000;0.000000
71.177277;19.806045;22.414123;-0.977681;0.006021;7.500000;0.000000
71.377213;19.917917;22.248360;-0.976598;0.004804;7.500000;0.000000
71.577149;20.029955;22.082696;-0.975759;0.003588;7.500000;0.000000
71.777085;20.142116;21.917104;-0.975179;0.001866;7.500000;0.000000
