# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
47.991326;96.616303;24.259908;2.257286;-0.394666;5.113117;0.272017
48.191290;96.498073;24.415065;2.189729;-0.298348;5.123744;0.373775
48.391254;96.387835;24.578795;2.140039;-0.206260;5.138311;0.461190
48.591218;96.283158;24.748931;2.107535;-0.120332;5.156228;0.529083
48.791182;96.181606;24.923310;2.091469;-0.039761;5.176705;0.607947
48.991146;96.080746;25.099763;2.091282;0.037494;5.200136;0.708565
49.191109;95.978145;25.276126;2.106711;0.113714;5.227312;0.839777
49.391073;95.871367;25.450232;2.137774;0.190667;5.259338;0.998361
49.591037;95.757978;25.619915;2.184652;0.268859;5.297161;1.177518
49.791001;95.636720;25.781898;2.242452;0.285990;5.341426;1.371098
49.990965;95.506761;25.936086;2.299666;0.281598;5.392511;1.573445
50.190929;95.368379;26.082522;2.356077;0.278531;5.450545;1.777825
50.390893;95.222195;26.220784;2.411939;0.276894;5.515382;1.729037
50.590856;95.068831;26.350451;2.467517;0.276766;5.577717;1.575793
50.790820;94.908905;26.471100;2.523087;0.278209;5.633927;1.429886
50.990784;94.743039;26.582309;2.578929;0.281264;5.684451;1.260898
51.190748;94.571854;26.683656;2.635329;0.285958;5.728634;1.033051
51.390712;94.395969;26.774720;2.692574;0.292294;5.764581;0.756618
51.590676;94.216006;26.855079;2.750948;0.300247;5.790768;0.450597
51.790640;94.031034;26.924905;2.809945;0.290832;5.806306;0.172774
51.990603;93.842282;26.984019;2.865575;0.271179;5.812254;-0.073589
52.190567;93.650684;27.032923;2.917091;0.249571;5.809721;-0.285829
52.390531;93.456536;27.072383;2.964306;0.226930;5.799875;-0.462517
52.590495;93.260135;27.103170;3.007142;0.203996;5.783907;-0.586084
52.790459;93.061779;27.126051;3.045602;0.181311;5.763609;-0.590634
52.990423;92.861762;27.141794;3.079752;0.159229;5.743081;-0.545722
53.190387;92.660383;27.151167;3.109691;0.137943;5.724048;-0.481314
53.390350;92.457938;27.154940;3.135539;0.117521;5.707209;-0.396663
53.590314;92.254724;27.153879;3.157417;0.097929;5.693294;-0.269478
53.790278;92.051298;27.148623;3.178038;0.111674;5.683821;-0.126686
53.990242;91.848045;27.138738;3.203128;0.135142;5.679363;0.027062
54.190206;91.645564;27.123302;3.233081;0.160147;5.680316;0.187678
54.390170;91.444513;27.101388;3.268149;0.186964;5.686918;0.352036
54.590134;91.245552;27.072070;3.308608;0.215723;5.699283;0.509227
54.790098;91.049341;27.034422;3.354737;0.246336;5.717122;0.663767
54.990061;90.856538;26.987518;3.406782;0.278405;5.740291;0.805935
55.190025;90.667803;26.930433;3.464906;0.311116;5.768298;0.926326
55.389989;90.483795;26.862241;3.529136;0.343150;5.800321;1.025047
55.589953;90.305174;26.782015;3.599290;0.372660;5.835552;1.102708
55.789917;90.133457;26.689606;3.670366;0.349137;5.873216;1.160187
55.989881;89.967806;26.585313;3.735551;0.316743;5.912585;1.198443
56.189845;89.807909;26.470167;3.794801;0.284784;5.952978;1.194954
56.389808;89.653604;26.345271;3.848284;0.254330;5.992983;1.064462
56.589772;89.504730;26.211729;3.896276;0.225974;6.028396;1.185662
56.789736;89.361125;26.070647;3.939109;0.199950;6.067597;1.382422
56.989700;89.222628;25.923128;3.977132;0.176243;6.112986;1.569838
57.189664;89.089076;25.770278;4.010683;0.154673;6.164124;1.747191
57.389628;88.960309;25.613201;4.040070;0.134963;6.220545;1.912989
57.589592;88.836165;25.453000;4.065559;0.116771;6.281738;2.064976
57.789555;88.715891;25.289994;4.087139;0.095719;6.347131;2.200151
57.989519;88.599280;25.125383;4.104205;0.073330;6.416072;2.314888
58.189483;88.485556;24.959717;4.116635;0.050272;6.487817;2.405172
58.389447;88.373867;24.793446;4.124353;0.026715;6.561529;2.467079
58.589411;88.263359;24.627020;4.127306;0.002787;6.636287;2.497529
58.789375;88.153180;24.460891;4.125455;-0.021405;6.711121;2.528065
58.989339;88.042479;24.295509;4.118774;-0.045754;6.786029;2.531399
59.189302;87.930402;24.131325;4.107255;-0.070130;6.860216;2.500110
59.389266;87.816097;23.968788;4.090909;-0.094351;6.932707;2.437556
59.589230;87.698713;23.808349;4.069775;-0.118165;7.002662;2.347273
59.789194;87.577618;23.650471;4.046649;-0.112433;7.069371;2.232639
59.989158;87.452814;23.495087;4.025002;-0.104820;7.132244;2.096695
60.189122;87.324582;23.342101;4.004824;-0.097362;7.190788;1.744065
60.389086;87.193210;23.191422;3.986092;-0.090073;7.239125;1.323097
60.589049;87.058983;23.042956;3.968779;-0.082959;7.275581;0.897217
60.789013;86.922189;22.896613;3.952859;-0.076016;7.300198;0.483107
60.988977;86.783115;22.752302;3.938306;-0.069235;7.313419;0.087804
61.188941;86.642047;22.609930;3.925097;-0.062601;7.315820;-0.287045
61.388905;86.499272;22.469406;3.913209;-0.056095;7.307970;-0.639660
61.588869;86.355076;22.330639;3.902625;-0.049693;7.290446;-0.968178
61.788833;86.209595;22.193451;3.892700;-0.049634;7.263842;-1.270728
61.988796;86.062936;22.057873;3.882793;-0.049556;7.228776;-1.545528
62.188760;85.915052;21.923853;3.872917;-0.049394;7.185896;-1.791041
62.388724;85.765899;21.791336;3.863086;-0.049146;7.135882;-1.980999
62.588688;85.615429;21.660266;3.853310;-0.048814;7.080153;-2.034873
62.788652;85.463596;21.530589;3.843603;-0.048401;7.022447;-2.083966
62.988616;85.310355;21.402250;3.833977;-0.047907;6.962853;-2.126672
63.188580;85.155659;21.275195;3.824442;-0.047337;6.901508;-2.161471
63.388543;84.999462;21.149369;3.815011;-0.046693;6.838595;-2.186984
63.588507;84.841718;21.024716;3.805690;-0.046897;6.774344;-2.202043
63.788471;84.682371;20.901358;3.794460;-0.064581;6.709030;-2.205792
63.988435;84.521257;20.779955;3.779623;-0.082580;6.642961;-2.197809
64.188399;84.358210;20.661303;3.761114;-0.101101;6.576470;-2.178247
64.388363;84.193060;20.546194;3.738842;-0.120304;6.509902;-2.158607
64.588327;84.025641;20.435424;3.712698;-0.140299;6.443255;-2.122798
64.788290;83.855786;20.329786;3.682566;-0.161125;6.377034;-2.039766
64.988254;83.683327;20.230075;3.648329;-0.182726;6.312750;-1.917581
65.188218;83.508097;20.137086;3.609886;-0.204922;6.251713;-1.763033
65.388182;83.329927;20.051612;3.567170;-0.227384;6.195065;-1.581260
65.588146;83.148105;19.974230;3.520044;-0.247882;6.143813;-1.396942
65.788110;82.958633;19.904380;3.469296;-0.254892;6.098177;-1.221349
65.988074;82.766305;19.844514;3.417135;-0.263157;6.057996;-1.053512
66.188038;82.571644;19.795057;3.363349;-0.272559;6.023121;-0.892564
66.388001;82.375171;19.756430;3.307743;-0.282932;5.993415;-0.574466
66.587965;82.177410;19.729057;3.250150;-0.294044;5.974218;-0.223381
66.787929;81.978882;19.713362;3.190438;-0.305585;5.966736;0.112696
66.987893;81.780108;19.709768;3.128522;-0.317159;5.970512;0.433148
67.187857;81.581613;19.718698;3.064376;-0.328276;5.985001;0.739992
67.387821;81.383916;19.740576;2.998044;-0.338362;6.009674;1.034595
67.587785;81.190105;19.775248;2.931501;-0.324255;6.044001;1.216132
67.787748;81.001133;19.821529;2.872772;-0.279396;6.084103;1.352998
67.987712;80.813500;19.878495;2.822341;-0.235220;6.128410;1.476900
68.187676;80.627075;19.944672;2.780030;-0.192958;6.176412;1.586429
68.387640;80.441731;20.018586;2.745549;-0.153102;6.227561;1.680012
68.587604;80.257341;20.098763;2.718574;-0.115618;6.281274;1.758352
68.787568;80.073775;20.183728;2.698808;-0.080130;6.337004;1.837067
